age;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;famrel;freetime;goout;Dalc;Walc;health;absences;total_grades;grades;school_numeric;sex_numeric;address_numeric;famsize_numeric;Pstatus_numeric;schoolsup_numeric;famsup_numeric;paid_numeric;activities_numeric;nursery_numeric;higher_numeric;internet_numeric;romantic_numeric
17;4;4;teacher;other;reputation;mother;1;2;0;4;4;4;1;3;5;0;10.0;average;1;0;1;1;1;0;1;0;1;1;1;1;0
16;1;3;at_home;services;home;mother;1;2;0;4;3;5;1;1;3;0;13.333.333.333.333.300;average;1;1;1;0;1;0;0;0;1;0;1;1;1
16;3;3;other;other;reputation;mother;2;2;0;4;4;5;1;1;4;0;14.333.333.333.333.300;high;1;1;1;1;1;0;1;0;1;1;1;1;0
17;4;3;teacher;other;course;mother;2;2;0;4;4;4;4;4;4;0;10.666.666.666.666.600;average;1;0;1;1;1;0;0;0;1;1;1;1;0
16;2;2;services;other;reputation;mother;2;2;0;3;4;4;1;4;5;0;13.0;average;1;1;1;0;1;0;0;0;1;0;1;1;0
17;3;3;other;other;reputation;father;1;2;0;4;3;4;1;4;4;4;10.0;average;1;0;1;0;1;0;0;0;1;0;1;1;0
16;4;2;teacher;services;other;mother;1;1;0;4;3;3;3;4;3;8;10.0;average;1;0;0;0;1;0;1;0;1;1;1;1;1
17;4;3;other;other;course;mother;1;2;0;5;2;3;1;1;2;4;11.666.666.666.666.600;average;1;0;1;0;1;0;1;1;1;1;1;1;1
16;4;3;teacher;other;home;mother;1;2;0;3;4;3;2;3;3;4;10.666.666.666.666.600;average;1;0;1;0;1;0;1;1;1;1;1;1;0
16;3;3;services;other;home;mother;1;2;0;4;2;3;1;2;3;0;12.0;average;1;0;1;0;1;0;0;0;1;1;1;1;1
17;2;4;services;services;reputation;father;1;2;0;5;4;2;2;3;5;0;17.333.333.333.333.300;high;1;1;1;0;1;0;1;0;1;1;1;0;0
17;3;3;other;other;reputation;mother;1;2;0;5;3;3;2;3;1;32;13.666.666.666.666.600;average;1;1;1;1;1;0;1;0;1;1;1;1;1
16;3;2;other;other;reputation;mother;1;2;0;1;2;2;1;2;1;8;15.0;high;1;1;1;0;1;0;1;0;0;1;1;1;0
17;3;3;services;services;other;mother;1;2;0;4;3;4;2;3;4;6;12.666.666.666.666.600;average;1;0;1;0;1;0;1;0;1;1;1;1;1
16;1;2;services;services;other;mother;1;1;0;3;3;3;1;2;3;0;10.0;average;1;0;1;0;1;0;1;0;1;1;1;1;1
16;2;1;other;other;course;mother;1;2;0;4;2;3;1;2;5;0;14.333.333.333.333.300;high;1;0;1;1;1;0;0;0;1;1;1;1;1
17;3;3;health;other;reputation;mother;1;2;0;3;3;3;1;3;3;10;13.0;average;1;1;1;0;0;0;1;0;0;0;1;1;1
17;1;2;at_home;other;home;mother;1;2;0;3;1;3;1;5;3;6;9.333.333.333.333.330;average;1;0;0;0;1;0;0;0;0;1;1;0;0
16;2;3;services;services;course;mother;1;2;0;4;3;3;1;1;2;6;12.333.333.333.333.300;average;1;1;1;0;1;0;0;0;0;1;1;1;0
17;1;1;at_home;services;course;mother;1;2;0;5;3;3;1;1;3;0;11.666.666.666.666.600;average;1;1;1;0;1;0;0;0;1;1;1;1;0
17;1;2;at_home;services;other;other;2;2;0;4;4;4;4;5;5;16;11.0;average;1;0;1;0;1;0;0;0;1;0;1;1;0
16;3;3;services;services;reputation;mother;1;1;0;4;3;2;3;4;5;0;10.333.333.333.333.300;average;1;0;0;0;1;0;1;0;1;1;1;1;0
16;2;3;other;other;home;father;2;1;0;5;3;3;1;1;3;0;12.333.333.333.333.300;average;1;0;1;0;1;0;0;0;0;1;1;1;0
17;2;4;services;services;course;father;1;2;0;4;3;2;1;1;5;8;15.0;high;1;1;1;1;1;0;0;0;1;1;1;1;1
17;4;4;services;teacher;home;mother;1;1;0;5;2;3;1;2;5;4;13.333.333.333.333.300;average;1;0;1;0;1;0;0;0;0;1;1;1;0
16;3;3;teacher;other;home;father;3;1;0;3;3;4;3;5;3;16;11.0;average;1;0;0;1;1;0;1;0;1;1;1;1;0
17;4;4;services;teacher;home;mother;2;1;1;4;2;4;2;3;2;30;15.0;high;1;1;1;0;1;0;1;0;0;1;1;1;0
16;4;4;teacher;teacher;reputation;mother;1;2;0;4;5;2;1;2;3;0;10.666.666.666.666.600;average;1;1;1;1;1;0;1;0;0;1;1;1;0
16;4;3;health;other;home;mother;1;2;0;4;3;5;1;5;2;2;14.333.333.333.333.300;high;1;1;1;0;1;0;1;0;1;1;1;1;0
16;2;3;other;other;reputation;mother;1;2;0;4;4;3;1;3;4;4;11.666.666.666.666.600;average;1;1;1;0;1;1;1;0;1;1;1;0;0
17;1;1;other;other;course;mother;1;2;0;4;4;4;1;3;1;0;14.666.666.666.666.600;high;1;1;1;0;1;0;1;0;0;0;1;0;0
17;2;2;other;other;reputation;mother;1;1;0;5;3;2;1;2;3;21;13.0;average;1;1;0;0;1;0;1;0;0;1;1;1;0
16;2;2;services;services;reputation;mother;2;4;0;5;3;5;1;1;5;6;13.0;average;1;1;0;0;1;0;1;0;1;0;1;1;0
17;3;4;at_home;services;home;mother;1;3;1;4;4;3;3;4;5;14;8.333.333.333.333.330;average;1;1;1;0;1;0;1;1;0;1;1;1;1
16;3;1;services;other;course;mother;1;2;0;2;3;3;2;2;4;2;11.333.333.333.333.300;average;1;1;1;0;0;0;1;0;0;1;1;1;0
16;4;3;teacher;other;other;mother;1;2;0;1;3;2;1;1;1;4;14.666.666.666.666.600;high;1;1;1;0;1;0;0;0;1;1;1;1;1
16;1;1;at_home;other;home;mother;2;1;0;4;3;2;1;4;5;2;12.666.666.666.666.600;average;1;1;1;0;1;0;1;0;0;1;1;0;0
17;4;3;teacher;other;reputation;mother;2;3;0;4;4;2;1;1;4;0;11.666.666.666.666.600;average;1;1;0;0;1;0;1;0;1;1;1;1;1
19;3;3;other;other;reputation;other;1;4;0;4;3;3;1;2;3;4;12.0;average;1;1;1;0;1;0;1;0;1;1;1;1;0
17;4;4;services;other;home;mother;1;2;0;5;3;5;4;5;3;15;12.333.333.333.333.300;average;1;0;1;1;1;0;1;0;0;1;1;1;1
16;2;2;other;other;reputation;mother;1;2;0;3;3;4;1;1;4;0;13.0;average;1;1;1;0;0;1;1;0;0;1;1;1;0
18;2;2;services;other;home;mother;1;2;0;4;4;4;2;4;5;10;11.333.333.333.333.300;average;1;0;1;0;1;0;1;0;1;1;1;1;0
17;4;4;services;other;other;mother;1;1;0;5;2;1;1;2;3;6;11.333.333.333.333.300;average;1;1;0;1;1;0;1;0;0;1;1;0;0
17;3;2;other;other;reputation;mother;2;2;0;4;4;4;1;3;1;2;15.0;high;1;1;1;1;1;0;0;0;0;1;1;1;0
17;4;3;other;other;reputation;mother;1;2;0;3;4;5;2;4;1;16;10.0;average;1;1;1;0;1;0;0;0;0;1;1;1;1
18;3;3;services;health;home;father;1;2;0;3;2;4;2;4;4;10;10.0;average;1;0;1;1;1;0;1;0;0;1;1;1;0
17;2;3;at_home;other;home;father;2;1;0;3;3;3;1;4;3;4;12.666.666.666.666.600;average;1;1;1;0;1;0;1;0;0;1;1;0;0
17;2;2;at_home;at_home;course;mother;1;3;0;4;3;3;1;1;4;0;12.333.333.333.333.300;average;1;1;1;0;1;0;1;0;1;1;1;1;0
17;2;1;at_home;services;reputation;mother;2;2;0;4;2;5;1;2;5;0;10.666.666.666.666.600;average;1;1;0;0;1;0;1;0;1;1;1;1;0
17;1;1;at_home;other;reputation;mother;1;3;0;4;3;4;1;1;5;12;12.0;average;1;1;1;0;1;0;1;0;1;1;1;0;1
16;2;3;services;teacher;other;mother;1;2;0;2;3;1;1;1;3;0;13.333.333.333.333.300;average;1;1;1;0;1;1;0;0;0;1;1;1;0
18;2;2;other;other;home;mother;2;2;3;3;3;3;5;5;4;9;9.666.666.666.666.660;average;1;0;1;0;1;0;1;1;0;1;1;1;0
16;4;4;teacher;services;home;mother;1;3;0;5;3;2;1;1;5;4;15.666.666.666.666.600;high;1;1;1;0;1;0;1;0;1;0;1;1;0
18;3;1;other;other;reputation;mother;1;2;0;5;3;3;1;1;4;4;8.0;average;1;1;0;0;1;0;0;0;1;1;1;1;1
17;3;2;other;other;course;mother;1;2;0;5;3;4;1;3;3;2;17.333.333.333.333.300;high;1;1;1;0;1;0;0;0;1;0;1;1;0
17;2;3;services;services;reputation;father;1;2;0;5;3;3;1;3;3;0;10.666.666.666.666.600;average;1;0;1;1;1;0;1;0;0;0;1;1;0
18;2;1;at_home;other;course;mother;4;2;0;4;3;2;4;5;3;2;10.0;average;1;0;1;1;1;1;1;0;1;1;1;1;1
17;2;1;other;other;course;mother;2;3;0;3;2;3;1;2;3;0;15.333.333.333.333.300;high;1;1;1;0;0;0;0;0;1;1;1;1;1
17;4;3;health;other;reputation;father;1;2;0;3;2;3;1;2;3;0;12.666.666.666.666.600;average;1;1;1;1;1;0;0;0;1;1;1;1;1
17;2;2;other;other;course;father;2;2;0;4;5;2;1;1;1;0;12.666.666.666.666.600;average;1;0;0;0;1;0;1;0;1;1;1;1;0
17;4;4;teacher;teacher;reputation;mother;1;2;0;4;5;5;1;3;2;0;13.0;average;1;0;1;0;1;1;1;0;1;1;1;1;1
16;4;4;health;other;reputation;father;1;2;0;4;2;4;2;4;1;0;13.333.333.333.333.300;average;1;0;1;0;1;0;1;0;1;1;1;1;0
16;1;1;other;other;home;mother;2;2;0;3;4;2;1;1;5;2;9.0;average;1;0;1;1;1;0;1;0;0;1;1;1;0
16;3;2;at_home;other;reputation;mother;2;3;0;5;3;3;1;3;2;0;12.0;average;1;0;1;0;1;0;0;0;1;1;1;1;1
17;2;2;other;other;home;father;1;2;0;4;4;2;5;5;4;0;16.0;high;1;0;1;1;1;0;0;0;1;0;1;1;1
16;2;1;other;other;home;mother;1;1;0;4;5;2;1;1;5;4;9.666.666.666.666.660;average;1;1;1;0;1;0;0;0;0;1;1;1;1
16;4;1;other;other;home;mother;1;2;0;5;3;3;1;2;5;0;13.333.333.333.333.300;average;1;1;1;0;0;0;0;0;1;1;1;1;1
18;2;4;services;other;course;mother;2;2;1;4;3;3;1;1;3;18;10.0;average;1;1;1;1;0;0;1;0;0;1;1;1;0
18;2;2;at_home;services;course;mother;1;2;1;5;3;1;1;1;5;16;9.0;average;1;1;1;1;1;0;1;0;0;0;1;1;1
18;3;3;other;other;course;mother;2;1;1;4;1;1;1;1;3;14;7.333.333.333.333.330;average;1;1;1;0;1;0;0;0;0;1;0;1;0
18;2;2;other;at_home;course;other;1;1;1;4;4;3;2;2;1;26;7.666.666.666.666.660;average;1;0;1;0;1;0;1;0;1;0;0;1;1
17;4;4;teacher;teacher;course;mother;1;1;0;4;2;1;1;2;5;6;9.0;average;1;0;1;0;1;0;1;0;1;0;1;1;0
17;3;2;other;other;course;father;1;2;0;5;4;2;1;1;3;4;14.333.333.333.333.300;high;1;1;1;0;1;0;0;0;1;1;1;0;0
17;1;1;at_home;at_home;course;mother;1;3;0;4;3;2;1;2;4;10;10.333.333.333.333.300;average;1;1;1;1;1;0;1;0;1;1;1;1;1
16;1;2;other;other;course;mother;1;1;0;5;3;5;1;2;5;4;11.333.333.333.333.300;average;1;1;1;0;1;0;0;0;0;1;0;1;0
17;2;1;at_home;services;course;mother;3;2;0;2;1;1;1;1;3;2;13.0;average;1;1;0;0;1;0;0;0;1;1;1;0;0
17;1;4;other;other;course;other;4;1;1;5;5;4;1;1;5;14;8.666.666.666.666.660;average;1;1;0;1;0;0;1;0;0;1;1;1;0
18;2;2;other;services;reputation;father;1;2;0;5;5;4;3;5;2;16;7.666.666.666.666.660;average;1;0;1;0;1;0;0;0;0;1;0;1;0
17;2;2;other;other;home;mother;1;1;1;3;1;2;1;1;1;8;10.0;average;1;1;1;1;0;0;1;0;0;0;0;1;0
17;1;1;at_home;other;course;mother;2;3;0;4;3;3;1;3;5;4;14.666.666.666.666.600;high;1;1;0;1;1;0;0;0;1;1;1;1;0
17;4;2;teacher;other;course;mother;1;2;0;4;3;2;1;1;4;4;14.333.333.333.333.300;high;1;1;1;1;0;0;1;0;1;1;1;0;0
17;4;3;health;other;course;mother;2;2;0;2;5;5;1;4;5;8;15.0;high;1;0;1;1;1;0;0;0;1;1;1;1;1
17;4;4;teacher;other;course;mother;2;2;0;3;3;3;2;3;4;0;12.0;average;1;0;0;1;0;0;1;0;0;1;1;1;0
16;4;3;teacher;other;course;mother;1;1;0;5;4;5;1;1;3;7;14.333.333.333.333.300;high;1;0;1;1;1;0;0;0;1;0;1;1;0
16;4;4;services;services;course;mother;1;1;0;5;3;2;1;2;5;4;14.666.666.666.666.600;high;1;0;1;0;1;0;0;1;1;1;1;1;0
17;4;4;teacher;services;course;mother;1;2;0;5;3;1;1;4;5;2;11.333.333.333.333.300;average;1;1;1;0;1;0;1;1;0;1;1;1;1
17;1;1;other;other;home;father;2;3;0;4;3;3;1;1;1;2;14.0;high;1;0;0;0;1;0;0;0;0;0;1;1;1
17;3;3;services;other;home;mother;2;3;0;4;2;2;2;3;5;10;11.0;average;1;1;1;0;1;0;1;0;0;1;1;1;1
17;1;1;at_home;other;course;mother;1;2;0;4;3;2;1;1;4;10;9.666.666.666.666.660;average;1;1;1;0;1;1;0;0;0;0;1;0;1
18;2;1;other;other;course;other;2;3;0;4;4;4;1;1;3;10;11.0;average;1;1;1;0;1;0;1;0;0;0;1;1;1
16;2;1;other;other;course;mother;3;1;0;4;3;3;1;1;4;7;15.666.666.666.666.600;high;1;0;1;0;1;0;0;0;0;1;1;1;0
17;1;1;other;services;course;father;1;2;0;4;3;4;1;2;5;4;10.666.666.666.666.600;average;1;1;1;0;1;0;1;0;0;1;1;0;0
17;2;3;other;other;course;father;2;1;0;5;2;2;1;1;2;2;11.333.333.333.333.300;average;1;0;1;0;1;0;0;0;0;1;1;1;0
22;3;1;services;services;other;mother;1;1;3;5;4;5;5;5;1;12;6.666.666.666.666.660;low;1;0;1;0;1;0;0;0;0;0;0;1;1
18;3;3;other;services;course;mother;1;2;0;4;3;3;1;3;5;8;9.666.666.666.666.660;average;1;0;0;1;1;0;1;0;0;1;1;1;1
16;0;2;other;other;other;mother;1;1;0;4;3;2;2;4;5;0;11.333.333.333.333.300;average;1;0;1;0;1;0;0;0;0;0;1;1;0
18;3;2;services;other;course;mother;2;1;0;4;4;5;2;4;5;8;7.333.333.333.333.330;average;1;0;1;0;1;0;0;0;0;1;0;1;0
16;3;3;at_home;other;reputation;other;3;2;1;5;3;3;1;3;2;4;10.0;average;1;0;1;0;1;1;1;0;0;0;1;1;0
18;2;1;services;services;other;mother;1;1;2;3;2;5;2;5;5;4;7.0;average;1;0;1;0;1;0;0;0;0;0;0;1;0
16;2;1;other;other;course;mother;2;1;0;3;3;2;1;3;3;2;13.0;average;1;0;0;0;1;0;0;0;1;0;1;0;0
17;2;1;other;other;course;mother;1;1;0;4;4;2;2;4;5;0;12.333.333.333.333.300;average;1;0;0;0;1;0;0;0;0;0;1;1;0
17;1;1;health;other;course;mother;2;1;1;4;4;4;1;2;5;0;9.666.666.666.666.660;average;1;0;1;1;1;0;1;0;1;1;1;1;0
18;2;1;other;other;course;mother;1;2;0;4;3;4;1;3;5;2;12.333.333.333.333.300;average;1;1;1;1;0;0;1;0;0;0;1;1;1
17;4;2;teacher;services;reputation;mother;1;4;0;4;2;3;1;1;4;2;15.333.333.333.333.300;high;1;1;1;1;1;0;1;0;1;1;1;1;0
19;2;2;services;services;home;mother;1;2;0;4;3;3;1;1;5;0;10.333.333.333.333.300;average;1;1;1;0;1;0;1;0;0;1;1;1;0
18;2;1;services;other;course;mother;3;2;1;4;4;5;4;4;5;4;10.666.666.666.666.600;average;1;0;1;1;1;0;0;0;1;0;0;1;0
17;4;2;other;other;course;mother;1;3;0;4;3;4;1;3;5;2;12.333.333.333.333.300;average;1;1;0;0;1;0;1;0;1;1;1;1;0
18;1;1;other;at_home;home;mother;1;3;0;4;4;3;2;3;3;4;12.333.333.333.333.300;average;1;1;1;1;1;0;1;0;0;0;1;0;0
18;2;2;other;other;home;mother;1;2;0;3;2;3;1;1;5;4;11.666.666.666.666.600;average;1;1;0;0;1;1;0;0;0;1;1;0;0
19;4;3;services;at_home;reputation;mother;1;2;0;4;3;1;1;1;1;4;12.666.666.666.666.600;average;1;0;1;1;0;0;1;0;0;1;1;1;0
18;2;1;other;other;home;mother;1;2;0;5;2;4;1;2;4;2;16.0;high;1;0;1;0;1;0;0;0;1;1;1;1;0
17;2;2;other;services;other;mother;2;1;0;5;2;2;1;1;4;0;9.666.666.666.666.660;average;1;0;0;0;1;0;0;0;0;0;0;0;0
17;2;2;services;services;course;father;1;4;0;3;4;1;1;1;2;2;11.0;average;1;1;1;1;1;0;0;0;1;1;1;1;1
20;2;1;other;other;course;other;2;2;0;1;2;3;1;2;2;8;11.333.333.333.333.300;average;1;1;0;0;1;0;1;1;1;1;0;1;1
18;4;3;services;other;home;father;1;2;0;3;1;2;1;3;2;2;15.0;high;1;1;1;0;1;0;1;0;0;1;1;1;1
18;4;3;teacher;other;course;mother;1;2;0;4;3;2;1;1;3;2;10.333.333.333.333.300;average;1;0;1;0;1;0;1;0;0;0;1;1;0
18;3;2;other;other;course;mother;1;3;0;5;3;2;1;1;3;2;11.0;average;1;0;0;0;1;0;0;0;1;0;1;0;0
17;3;3;other;other;home;mother;1;3;0;3;2;3;1;1;4;2;13.333.333.333.333.300;average;1;1;1;0;1;0;0;0;1;0;1;0;0
18;2;2;at_home;services;home;mother;1;3;0;4;3;3;1;1;3;0;12.0;average;1;1;1;0;1;0;1;0;1;1;1;1;1
17;2;2;other;other;home;father;2;1;0;4;4;4;2;3;4;8;8.333.333.333.333.330;average;1;0;1;0;1;0;0;0;0;1;0;1;0
18;3;4;other;other;reputation;mother;2;2;0;4;2;5;3;4;1;6;15.666.666.666.666.600;high;1;0;0;1;0;0;1;0;1;1;1;1;0
17;3;1;services;other;other;mother;1;2;0;5;4;4;3;4;5;0;12.0;average;1;0;1;0;1;0;0;0;1;1;1;1;1
18;4;4;teacher;other;reputation;mother;2;2;0;4;3;4;2;2;4;8;11.0;average;1;1;0;0;1;0;0;0;1;1;1;1;0
18;4;2;health;other;reputation;father;1;2;0;5;4;5;1;3;5;4;12.0;average;1;0;1;0;1;0;1;0;1;1;1;1;1
18;2;1;other;other;reputation;mother;2;2;0;4;3;5;1;2;3;12;9.0;average;1;1;0;0;1;0;1;0;0;1;0;1;1
19;3;3;other;services;home;other;1;2;0;4;3;5;3;3;5;16;11.666.666.666.666.600;average;1;1;1;0;1;0;1;0;1;1;1;1;0
18;2;3;other;services;reputation;father;1;4;0;4;5;5;1;3;2;10;16.0;high;1;1;1;0;1;0;1;0;1;1;1;1;1
18;1;1;other;other;home;mother;2;2;0;4;4;3;1;1;3;2;13.0;average;1;1;1;1;1;0;1;0;0;0;1;0;0
17;1;2;at_home;at_home;home;mother;1;2;0;3;5;2;2;2;1;2;17.0;high;1;0;0;0;1;0;1;0;1;0;1;0;1
18;2;1;other;other;home;mother;1;2;0;4;2;5;1;2;1;8;14.333.333.333.333.300;high;1;1;1;0;1;0;1;0;0;1;1;1;1
17;2;4;at_home;health;reputation;mother;2;2;0;4;3;3;1;1;1;6;15.666.666.666.666.600;high;1;1;1;0;1;0;1;0;0;1;1;1;1
17;2;2;services;other;course;mother;2;2;0;4;4;4;2;3;5;6;12.0;average;1;1;1;1;1;1;1;0;0;1;1;1;1
18;3;2;other;services;home;mother;2;2;0;4;1;1;1;1;5;15;10.333.333.333.333.300;average;1;1;0;0;0;0;0;0;0;0;0;1;1
18;4;4;teacher;services;home;mother;2;1;0;3;2;4;1;4;3;6;11.666.666.666.666.600;average;1;0;1;0;1;0;0;0;1;1;1;1;0
18;4;4;health;health;reputation;father;1;2;1;2;4;4;1;1;4;2;13.0;average;1;1;1;0;1;1;1;0;1;1;1;1;1
17;2;2;other;services;reputation;father;3;3;0;4;2;3;1;1;1;8;14.333.333.333.333.300;high;1;1;1;0;1;0;1;0;0;1;1;1;1
19;3;2;services;services;reputation;father;1;2;1;3;3;3;4;3;3;0;9.0;average;1;1;0;0;1;1;1;0;0;1;0;1;0
18;4;3;teacher;services;course;mother;2;1;0;4;2;3;1;2;1;0;10.0;average;1;0;1;1;1;0;0;0;1;1;1;1;0
18;1;2;at_home;other;home;other;2;1;0;3;4;4;2;4;4;10;10.333.333.333.333.300;average;1;0;1;0;1;0;0;0;0;0;0;1;0
17;4;1;services;other;home;mother;2;1;0;4;5;4;2;4;5;22;10.666.666.666.666.600;average;1;0;1;1;0;0;0;0;1;1;1;1;1
17;3;2;teacher;services;home;mother;1;1;0;4;4;4;3;4;3;18;13.0;average;1;0;1;1;0;0;0;0;0;1;1;1;0
18;1;1;at_home;other;reputation;mother;2;4;0;5;2;2;1;1;3;2;17.333.333.333.333.300;high;1;1;0;1;1;0;1;0;1;1;1;0;0
18;1;1;other;other;home;mother;2;2;0;5;4;4;1;1;4;0;12.666.666.666.666.600;average;1;1;1;0;1;1;0;0;1;1;1;1;0
17;2;2;other;other;course;mother;1;2;0;5;4;5;1;2;5;12;12.666.666.666.666.600;average;1;1;1;0;1;0;1;0;0;0;1;1;0
18;2;1;other;other;reputation;mother;2;2;0;4;3;1;1;1;5;10;13.0;average;1;1;1;0;1;0;0;0;1;1;1;1;1
17;1;1;other;other;reputation;father;1;2;0;4;3;3;1;2;4;0;12.0;average;1;0;1;0;1;0;0;0;0;0;1;1;0
18;2;2;at_home;at_home;other;mother;1;3;0;4;3;3;1;2;2;0;18.0;high;1;1;1;0;1;0;1;0;0;1;1;1;0
17;1;1;services;teacher;reputation;mother;1;3;0;4;3;3;1;1;3;0;13.333.333.333.333.300;average;1;1;1;0;1;0;1;0;0;1;1;1;0
18;2;1;services;services;reputation;mother;1;3;0;4;2;4;1;3;2;0;14.666.666.666.666.600;high;1;0;1;0;1;0;0;0;1;1;1;1;0
18;4;4;teacher;teacher;reputation;mother;1;2;0;5;4;3;1;1;2;0;17.0;high;1;0;1;1;0;0;1;0;1;1;1;1;0
18;4;2;teacher;other;home;mother;1;2;0;4;3;2;1;4;5;2;15.666.666.666.666.600;high;1;0;1;0;1;0;1;0;1;1;1;1;1
17;4;3;health;services;reputation;mother;1;3;0;4;2;2;1;2;3;0;17.666.666.666.666.600;high;1;1;1;0;1;0;1;0;0;1;1;1;0
17;3;1;services;other;reputation;mother;2;4;0;3;1;2;1;1;3;0;18.666.666.666.666.600;high;1;1;0;1;1;0;1;0;0;1;1;0;0
18;3;2;services;other;reputation;mother;2;3;0;5;4;2;1;1;4;0;14.666.666.666.666.600;high;1;0;0;1;1;0;1;0;1;1;1;1;0
17;3;3;health;other;home;mother;1;1;0;4;4;3;1;3;5;0;14.666.666.666.666.600;high;1;0;1;0;1;0;1;0;0;1;1;1;0
19;4;4;health;other;reputation;other;2;2;0;2;3;4;2;3;2;2;13.333.333.333.333.300;average;1;1;1;0;1;0;1;0;1;1;1;1;0
18;4;3;other;other;home;other;2;2;0;4;4;5;1;2;2;0;13.666.666.666.666.600;average;1;1;1;1;1;0;1;0;0;1;1;1;1
18;4;3;other;other;reputation;father;1;4;0;4;3;3;1;1;3;0;16.666.666.666.666.600;high;1;1;1;0;1;0;1;0;0;1;1;1;0
18;4;4;teacher;teacher;home;mother;1;1;0;1;4;2;2;2;1;0;17.666.666.666.666.600;high;1;0;1;1;1;0;1;0;0;1;1;1;1
18;4;4;health;other;home;mother;1;2;0;4;2;4;1;1;4;0;14.666.666.666.666.600;high;1;1;1;1;0;0;1;1;0;1;1;1;1
17;4;4;other;teacher;home;father;2;1;0;4;1;1;2;2;5;0;12.666.666.666.666.600;average;1;0;1;1;1;0;0;0;0;1;1;1;0
17;4;4;services;services;reputation;mother;2;3;0;5;3;4;1;1;5;0;7.333.333.333.333.330;average;1;1;0;0;1;0;1;0;1;1;1;1;0
17;4;2;other;other;reputation;mother;2;3;0;4;3;3;1;1;3;0;16.0;high;1;1;1;0;1;0;1;0;0;1;1;1;0
17;3;2;health;health;reputation;father;1;4;0;5;2;2;1;2;5;0;18.0;high;1;1;1;0;1;0;1;0;1;0;1;1;0
19;2;1;at_home;services;course;mother;2;3;1;4;3;1;1;1;5;0;10.0;average;1;0;0;1;1;0;0;0;1;1;1;1;1
20;3;2;services;other;course;other;1;1;2;5;5;3;1;1;5;0;14.666.666.666.666.600;high;1;0;1;0;0;0;0;0;1;1;1;0;0
19;3;3;other;services;reputation;father;1;2;0;4;5;3;1;2;5;0;10.333.333.333.333.300;average;1;0;0;0;1;0;0;0;1;1;1;0;1
18;1;4;other;teacher;home;mother;1;2;0;3;4;4;1;2;5;2;10.333.333.333.333.300;average;1;1;1;0;1;1;1;0;0;0;1;0;1
18;2;1;services;other;course;mother;2;2;0;5;3;3;1;2;1;2;13.0;average;1;1;1;0;1;0;1;0;1;1;1;1;0
17;2;3;other;other;course;father;2;2;0;4;2;1;1;1;3;2;12.333.333.333.333.300;average;1;1;1;0;1;0;0;0;1;1;1;1;1
17;4;4;teacher;teacher;course;mother;1;1;0;4;4;4;1;1;5;2;16.0;high;1;1;0;0;1;0;0;0;1;1;1;1;0
18;4;3;other;other;course;mother;1;3;0;4;3;4;1;1;5;2;15.333.333.333.333.300;high;1;1;1;0;1;0;1;0;1;1;1;1;1
18;4;3;health;services;course;mother;2;1;0;3;2;4;1;4;1;8;13.0;average;1;1;1;1;1;0;1;0;0;1;1;1;0
17;3;4;at_home;services;course;father;1;3;0;4;3;4;2;5;5;2;15.666.666.666.666.600;high;1;1;0;0;1;0;1;0;1;0;1;1;0
18;3;3;at_home;other;course;father;1;2;0;4;1;4;1;1;3;8;12.333.333.333.333.300;average;1;1;1;0;1;0;1;0;0;1;1;1;0
19;4;2;health;other;course;mother;2;2;0;5;4;4;1;1;1;9;10.333.333.333.333.300;average;1;0;1;0;1;0;1;0;1;1;1;1;1
18;4;4;teacher;other;course;mother;1;2;0;4;4;4;3;3;5;0;12.0;average;1;1;1;0;1;0;1;0;0;1;1;1;0
18;3;4;other;other;course;mother;1;1;0;5;4;4;1;1;1;4;12.333.333.333.333.300;average;1;1;1;0;1;0;1;0;1;1;1;1;1
17;4;4;health;health;course;mother;1;1;0;5;3;4;1;2;5;2;15.333.333.333.333.300;high;1;1;1;0;1;0;0;0;1;1;1;1;0
17;4;3;services;services;course;mother;1;2;0;5;2;2;1;2;5;14;15.333.333.333.333.300;high;1;1;1;0;0;0;1;0;0;1;1;1;1
17;3;3;services;other;home;mother;1;2;0;5;3;3;1;1;5;0;12.333.333.333.333.300;average;1;1;1;1;0;1;1;0;0;1;1;1;0
17;2;1;other;other;home;father;1;2;0;4;2;3;2;2;2;2;12.333.333.333.333.300;average;1;1;1;1;1;0;0;0;1;1;1;1;0
18;4;4;other;other;reputation;father;1;1;0;4;2;5;3;4;5;2;9.333.333.333.333.330;average;1;0;1;1;1;0;1;0;0;1;1;1;0
19;1;1;other;other;course;other;3;3;0;1;5;5;4;3;5;12;10.333.333.333.333.300;average;1;1;1;0;1;0;0;0;1;1;0;0;1
19;1;1;other;other;course;other;3;2;2;5;3;4;1;1;4;2;8.333.333.333.333.330;average;1;1;1;1;0;0;1;0;0;0;1;1;1
18;2;2;other;other;course;mother;1;1;0;4;3;5;2;4;5;2;10.0;average;1;1;1;0;1;0;1;0;1;1;1;1;1
17;2;2;other;other;course;mother;1;2;0;4;2;2;1;1;3;4;13.333.333.333.333.300;average;1;1;1;0;1;0;1;0;0;1;1;0;1
17;2;2;services;services;course;mother;1;3;0;3;3;2;2;2;3;0;10.666.666.666.666.600;average;1;1;0;1;1;0;1;0;1;1;1;1;0
